Rank,Player,TOP,FG,FGA,FGP,3P,FT,FTA,FTP,TRB,AST,STL,BLK,TOV,PTS,VORP,adj_FG,adj_FT,zFG,zFT,z3P,zPTS,zREB,zAST,zSTL,zBLK,zTOV,zAVG
98,Kentavious Caldwell-Pope,1,4.9,12.2,0.399,2,2,2.4,0.832,3.3,2.5,1.2,0.2,1.1,13.8,1.8,0.467557854,0.785384292,-1.584094413,0.340447208,0.859547634,-0.077350957,-0.965573767,-0.263648269,0.406662978,-0.935706809,0.685692909,-0.170447054
99,Darren Collison,0,5,10.5,0.476,1.1,2.2,2.5,0.86,2.2,4.6,1,0.1,1.7,13.2,0.3,0.474996803,0.788691099,0.017235499,0.658212727,-0.113996153,-0.169043582,-1.377007167,0.643993313,-0.109104701,-1.124591724,0.031053412,-0.171472042
100,Trevor Booker,1,4.3,8.3,0.516,0.4,1,1.5,0.673,8,1.9,1.1,0.4,1.8,10,0.9,0.477918187,0.777179763,0.646101131,-0.447961771,-0.871196876,-0.658070911,0.792368938,-0.522974435,0.148779138,-0.557936979,-0.078053171,-0.172104993
101,Wilson Chandler,0,6.1,13.2,0.461,1.5,2,2.7,0.727,6.5,2,0.7,0.4,1.6,15.7,0.6,0.47351304,0.779004374,-0.30216354,-0.272626953,0.318689975,0.213009019,0.231323394,-0.479753407,-0.88275622,-0.557936979,0.140159995,-0.176894969
102,Thabo Sefolosha,1,2.8,6.4,0.441,0.7,0.9,1.2,0.733,4.4,1.7,1.5,0.5,0.9,7.2,1.3,0.472823568,0.780937907,-0.450581267,-0.086825337,-0.54668228,-1.085969824,-0.554140368,-0.60941649,1.180314497,-0.369052064,0.903906075,-0.179827451
103,T.J. McConnell,0,2.9,6.3,0.461,0.1,0.9,1.1,0.811,3.1,6.6,1.7,0.1,2,6.9,0,0.474092234,0.783148269,-0.17748453,0.125577988,-1.195711472,-1.131816136,-1.04037984,1.508413867,1.696082176,-1.124591724,-0.296266336,-0.181797334
104,Nikola Mirotic,1,3.7,8.9,0.413,1.8,1.4,1.8,0.773,5.5,1.1,0.8,0.8,1.1,10.6,1,0.470447181,0.781810418,-0.962129391,-0.002981916,0.64320457,-0.566378287,-0.142706969,-0.868742657,-0.624872381,0.19760268,0.685692909,-0.182367938
105,J.J. Redick,1,5.1,11.4,0.445,2.6,2.3,2.6,0.891,2.2,1.4,0.7,0.2,1.3,15,1.1,0.47229451,0.789264829,-0.564467983,0.713344874,1.508576825,0.106034291,-1.377007167,-0.739079574,-0.88275622,-0.935706809,0.467479743,-0.189286891
106,Wesley Matthews,1,4.6,11.6,0.393,2.4,2,2.5,0.816,3.5,2.9,1.1,0.2,1.4,13.5,1.3,0.467397503,0.783246073,-1.618611878,0.134976419,1.292233762,-0.123197269,-0.890767695,-0.090764158,0.148779138,-0.935706809,0.358373161,-0.191631703
107,D'Angelo Russell,0,5.6,13.8,0.405,2.1,2.3,3,0.782,3.5,4.8,1.4,0.3,2.8,15.6,0.7,0.467168731,0.780785124,-1.66785809,-0.101506933,0.967719166,0.197726915,-0.890767695,0.730435368,0.922430657,-0.746821894,-1.169118999,-0.195306834
108,Marcus Smart,1,3.4,9.5,0.359,1.2,2.6,3.2,0.812,3.9,4.6,1.6,0.4,2,10.6,1,0.465566159,0.784628031,-2.012832321,0.267774783,-0.005824621,-0.566378287,-0.74115555,0.643993313,1.438198336,-0.557936979,-0.296266336,-0.203380851
109,Malcolm Brogdon,0,3.9,8.5,0.457,1,1.5,1.7,0.865,2.8,4.2,1.1,0.2,1.5,10.2,0.8,0.473728703,0.786769428,-0.255739265,0.473550973,-0.222167685,-0.627506703,-1.152588949,0.471109202,0.148779138,-0.935706809,0.249266578,-0.205667058
110,P.J. Tucker,1,2.5,6,0.413,0.9,0.9,1.1,0.774,5.8,1.2,1.4,0.2,0.8,6.7,1.6,0.471866073,0.783148269,-0.65669447,0.125577988,-0.330339217,-1.162380344,-0.03049786,-0.825521629,0.922430657,-0.935706809,1.013012657,-0.208902114
111,Mason Plumlee,1,4.1,7.7,0.536,0,2.1,3.7,0.58,7.5,3.5,0.9,1.1,1.7,10.4,2.5,0.478656541,0.761103224,0.805041364,-1.992826474,-1.303883003,-0.596942495,0.605353756,0.168562008,-0.366988541,0.764257425,0.031053412,-0.20959695
112,Dennis Schroder,0,6.9,15.4,0.451,1.3,2.8,3.2,0.855,3.1,6.3,0.9,0.2,3.3,17.9,0.8,0.471582181,0.789971229,-0.71780588,0.781225949,0.102346911,0.549215308,-1.04037984,1.378750783,-0.366988541,-0.935706809,-1.714651913,-0.218221559
113,Andrew Wiggins,0,8.6,19.1,0.452,1.3,5,6.6,0.76,4,2.3,1,0.4,2.3,23.6,-0.6,0.471234185,0.778070836,-0.792716621,-0.362334653,0.102346911,1.420295238,-0.703752513,-0.350090324,-0.109104701,-0.557936979,-0.623586085,-0.219653303
114,Tristan Thompson,1,3.4,5.6,0.6,0,1.4,2.7,0.498,9.2,1,0.5,1.1,0.8,8.1,2,0.481301247,0.762757759,1.374348517,-1.833835059,-1.303883003,-0.948430888,1.241205373,-0.911963684,-1.398523899,0.764257425,1.013012657,-0.22264584
115,Ryan Anderson,0,4.5,10.7,0.418,2.8,1.8,2.1,0.86,4.6,0.9,0.4,0.2,0.8,13.6,0.6,0.470058733,0.786364599,-1.045747717,0.43464913,1.724919889,-0.107915165,-0.479334296,-0.955184712,-1.656407739,-0.935706809,1.013012657,-0.223079418
116,Will Barton,1,4.9,11.1,0.443,1.5,2.4,3.2,0.753,4.3,3.4,0.8,0.5,1.6,13.7,1,0.471812166,0.779284834,-0.668298705,-0.245676382,0.318689975,-0.092633061,-0.591543405,0.12534098,-0.624872381,-0.369052064,0.140159995,-0.223098339
117,Julius Randle,1,5.1,10.4,0.488,0.2,2.8,3.8,0.723,8.6,3.6,0.7,0.5,2.3,13.2,1.1,0.476224,0.777508091,0.281405584,-0.416411357,-1.08753994,-0.169043582,1.016787156,0.211783036,-0.88275622,-0.369052064,-0.623586085,-0.226490386
118,Terrence Ross,1,4.2,9.6,0.437,1.8,0.8,1,0.831,2.6,1.1,1.1,0.4,0.9,11,0.9,0.471876812,0.782532751,-0.654382793,0.066430178,0.64320457,-0.50524987,-1.227395021,-0.868742657,0.148779138,-0.557936979,0.903906075,-0.227931929
119,Garrett Temple,1,2.8,6.6,0.424,1.3,0.9,1.1,0.784,2.8,2.6,1.3,0.4,1.2,7.8,1,0.472011103,0.783148269,-0.625474926,0.125577988,0.102346911,-0.9942772,-1.152588949,-0.220427241,0.664546817,-0.557936979,0.576586326,-0.231294139
120,Nick Young,0,4.5,10.6,0.43,2.8,1.3,1.5,0.856,2.3,1,0.6,0.2,0.6,13.2,0.5,0.470449173,0.785575888,-0.961700639,0.358858478,1.724919889,-0.169043582,-1.33960413,-0.911963684,-1.14064006,-0.935706809,1.231225823,-0.238183857
121,Derrick Rose,0,7.2,15.3,0.471,0.2,3.5,4,0.874,3.8,4.4,0.7,0.3,2.3,18,0,0.474357398,0.791750503,-0.120404699,0.952204154,-1.08753994,0.564497412,-0.778558586,0.557551257,-0.88275622,-0.746821894,-0.623586085,-0.240601622
122,Evan Fournier,0,6,13.7,0.439,1.9,3.3,4.1,0.805,3.1,3,1,0.1,2.1,17.2,0.4,0.470786097,0.784467188,-0.88917332,0.252318698,0.751376102,0.44224058,-1.04037984,-0.04754313,-0.109104701,-1.124591724,-0.405372919,-0.241136695
123,Josh Huestis,0,3,5.5,0.545,1,0,0.5,0,4.5,1.5,0,1.5,0,7,0.1,0.478249266,0.77076412,0.717370277,-1.064468938,-0.222167685,-1.116534032,-0.516737332,-0.695858546,-2.687943097,1.519797084,1.88586532,-0.242297439
124,Kyle Korver,0,3.6,7.7,0.464,2.4,0.6,0.6,0.905,2.8,1.6,0.5,0.3,1,10.1,0.8,0.474400943,0.785777385,-0.11103104,0.378221214,1.292233762,-0.642788807,-1.152588949,-0.652637518,-1.398523899,-0.746821894,0.794799492,-0.248793071
125,Ersan Ilyasova,1,4.7,10.9,0.431,1.7,2,2.5,0.778,5.9,1.7,0.7,0.3,1.4,13.1,0.8,0.470936902,0.783246073,-0.856710474,0.134976419,0.535033038,-0.184325686,0.006905176,-0.60941649,-0.88275622,-0.746821894,0.358373161,-0.249415886
126,Danny Green,1,2.6,6.6,0.392,1.7,0.4,0.5,0.844,3.3,1.8,1,0.8,1.1,7.3,2,0.470292776,0.782281285,-0.995366933,0.042265667,0.535033038,-1.07068772,-0.965573767,-0.566195463,-0.109104701,0.19760268,0.685692909,-0.249592699
127,Aaron Gordon,0,4.9,10.8,0.454,1,2,2.7,0.719,5.1,1.9,0.8,0.5,1.1,12.7,0.8,0.472985903,0.779004374,-0.415636655,-0.272626953,-0.222167685,-0.245454102,-0.292319114,-0.522974435,-0.624872381,-0.369052064,0.685692909,-0.253267831
128,Al-Farouq Aminu,0,3,7.6,0.393,1.1,1.6,2.2,0.706,7.4,1.6,1,0.7,1.5,8.7,0.4,0.469693991,0.778716216,-1.124263185,-0.3003173,-0.113996153,-0.856738263,0.56795072,-0.652637518,-0.109104701,0.008717765,0.249266578,-0.259013562
129,Andre Roberson,1,2.7,5.9,0.464,0.6,0.6,1.4,0.423,5.1,1,1.2,1,0.6,6.6,1.2,0.47400266,0.768134715,-0.196766646,-1.317139889,-0.654853812,-1.177662448,-0.292319114,-0.911963684,0.406662978,0.57537251,1.231225823,-0.259716032
130,C.J. Miles,0,3.7,8.5,0.434,2.2,1.1,1.2,0.903,3,0.6,0.6,0.3,0.5,10.7,0.7,0.472037976,0.786582718,-0.619690101,0.455609176,1.075890698,-0.551096183,-1.077782876,-1.084847795,-1.14064006,-0.746821894,1.340332406,-0.261005181
131,Kenneth Faried,1,3.7,6.8,0.548,0,2.1,3.1,0.693,7.6,0.9,0.7,0.7,1,9.6,0.9,0.478920631,0.773336081,0.861890193,-0.817317974,-1.303883003,-0.719199327,0.642756793,-0.955184712,-0.88275622,0.008717765,0.794799492,-0.263352999
132,Tim Hardaway,1,5.3,11.5,0.455,1.9,2.1,2.7,0.766,2.8,2.3,0.7,0.2,1.3,14.5,0.9,0.473554033,0.781712143,-0.293339209,-0.012425603,0.751376102,0.029623771,-1.152588949,-0.350090324,-0.88275622,-0.935706809,0.467479743,-0.264269722
133,Rajon Rondo,1,3.3,8.1,0.408,0.7,0.4,0.7,0.6,5.1,6.7,1.4,0.2,2.4,7.8,1.1,0.47024664,0.777802246,-1.005298459,-0.388144664,-0.54668228,-0.9942772,-0.292319114,1.551634894,0.922430657,-0.935706809,-0.732692668,-0.269006182
134,Devin Booker,0,7.8,18.3,0.423,1.9,4.7,5.7,0.832,3.2,3.4,0.9,0.3,3.1,22.1,-0.2,0.46793178,0.788094779,-1.503601927,0.600909733,0.751376102,1.191063678,-1.002976804,0.12534098,-0.366988541,-0.746821894,-1.496438748,-0.272015269
135,Joe Ingles,1,2.5,5.5,0.452,1.5,0.6,0.8,0.735,3.2,2.7,1.2,0.1,1.3,7.1,2.3,0.473912463,0.781291173,-0.216182559,-0.052878513,0.318689975,-1.101251928,-1.002976804,-0.177206214,0.406662978,-1.124591724,0.467479743,-0.275806116
136,Tony Allen,1,3.9,8.4,0.461,0.2,1.1,1.8,0.615,5.5,1.4,1.6,0.4,1.4,9.1,1.3,0.474129515,0.773484202,-0.169459348,-0.803084404,-1.08753994,-0.795609847,-0.142706969,-0.739079574,1.438198336,-0.557936979,0.358373161,-0.277649507
137,Kyle O'Quinn,1,2.7,5.2,0.521,0,0.8,1.1,0.771,5.6,1.5,0.5,1.3,1,6.3,1.7,0.476888086,0.780317875,0.424358711,-0.146406921,-1.303883003,-1.22350876,-0.105303933,-0.695858546,-1.398523899,1.142027254,0.794799492,-0.279144401
138,Enes Kanter,0,5.6,10.2,0.545,0.1,3.1,4,0.786,6.7,0.9,0.4,0.5,1.7,14.3,0.3,0.481184691,0.781287726,1.349258492,-0.053209677,-1.195711472,-0.000940437,0.306129466,-0.955184712,-1.656407739,-0.369052064,0.031053412,-0.282673859
139,Josh Richardson,1,3.8,9.7,0.394,1.4,1.1,1.5,0.779,3.2,2.6,1.1,0.7,1.2,10.2,0.9,0.468134415,0.779978471,-1.459982154,-0.179021688,0.210518443,-0.627506703,-1.002976804,-0.220427241,0.148779138,0.008717765,0.576586326,-0.282812546
140,Jordan Crawford,0,5.5,11.5,0.482,1.9,1.1,1.4,0.769,1.8,3,0.6,0.1,1.3,14.1,0.2,0.475202943,0.78216753,0.061609799,0.031334512,0.751376102,-0.031504645,-1.526619312,-0.04754313,-1.14064006,-1.124591724,0.467479743,-0.284344301
141,Allen Crabbe,0,3.8,8.2,0.468,1.7,1.3,1.6,0.847,2.9,1.2,0.7,0.3,0.8,10.7,0.6,0.474085664,0.783383426,-0.178898872,0.148175274,0.535033038,-0.551096183,-1.115185913,-0.825521629,-0.88275622,-0.746821894,1.013012657,-0.289339971
142,DeMarre Carroll,1,3.1,7.6,0.4,1.5,1.2,1.6,0.761,3.8,1,1.1,0.4,0.8,8.9,1.4,0.470545836,0.780592529,-0.940892633,-0.120014225,0.318689975,-0.826174055,-0.778558586,-0.911963684,0.148779138,-0.557936979,1.013012657,-0.295006488
143,Channing Frye,0,3.2,7,0.458,1.9,0.9,1,0.851,3.9,0.6,0.4,0.5,0.7,9.1,0.5,0.473819403,0.785371179,-0.236214932,0.339187096,0.751376102,-0.795609847,-0.74115555,-1.084847795,-1.656407739,-0.369052064,1.12211924,-0.296733943
144,JaMychal Green,1,3.2,6.5,0.5,0.7,1.7,2.2,0.802,7.1,1.1,0.6,0.4,1.2,8.9,1.4,0.475856595,0.781461149,0.202316864,-0.036544773,-0.54668228,-0.826174055,0.455741611,-0.868742657,-1.14064006,-0.557936979,0.576586326,-0.304675111
145,Robin Lopez,0,4.7,9.6,0.493,0,0.9,1.3,0.721,6.4,1,0.2,1.4,1.1,10.4,0.6,0.476064687,0.778739987,0.247111306,-0.298033061,-1.303883003,-0.596942495,0.193920357,-0.911963684,-2.172175418,1.330912169,0.685692909,-0.313928991
146,Kelly Olynyk,1,3.5,6.8,0.512,0.9,1.2,1.6,0.732,4.8,2,0.6,0.4,1.3,9,1,0.477205252,0.780592529,0.492632691,-0.120014225,-0.330339217,-0.810891951,-0.404528223,-0.479753407,-1.14064006,-0.557936979,0.467479743,-0.320443514
147,Tony Snell,0,3.1,6.8,0.455,1.8,0.6,0.7,0.81,3.1,1.2,0.7,0.2,0.7,8.5,0.7,0.473774494,0.783527857,-0.245882313,0.162054273,0.64320457,-0.887302471,-1.04037984,-0.825521629,-0.88275622,-0.935706809,1.12211924,-0.321130133
148,Marcus Morris,1,5.3,12.7,0.418,1.5,1.8,2.3,0.784,4.6,2,0.7,0.3,1.1,14,1,0.468914846,0.782059381,-1.291984365,0.020941974,0.318689975,-0.046786749,-0.479334296,-0.479753407,-0.88275622,-0.746821894,0.685692909,-0.322456897
149,Dewayne Dedmon,1,2.1,3.4,0.622,0,0.9,1.2,0.699,6.5,0.6,0.5,0.8,0.8,5.1,1.2,0.479170914,0.780937907,0.915766908,-0.086825337,-1.303883003,-1.406894009,0.231323394,-1.084847795,-1.398523899,0.19760268,1.013012657,-0.324807601
150,Jordan Clarkson,0,5.8,13.1,0.445,1.4,1.6,2,0.798,3,2.6,1.1,0.1,2,14.7,-0.4,0.471457186,0.783014862,-0.744712772,0.112758317,0.210518443,0.060187979,-1.077782876,-0.220427241,0.148779138,-1.124591724,-0.296266336,-0.325726341
151,John Henson,0,2.7,5.3,0.515,0,1.3,1.8,0.692,5.1,1,0.5,1.3,0.9,6.8,0.6,0.476473733,0.779035013,0.335163937,-0.269682745,-1.303883003,-1.14709824,-0.292319114,-0.911963684,-1.398523899,1.142027254,0.903906075,-0.32693038
152,Amir Johnson,1,2.7,4.6,0.576,0.3,0.8,1.3,0.67,4.6,1.8,0.6,0.8,1,6.5,1.7,0.479389416,0.775925525,0.962802203,-0.568486987,-0.979368408,-1.192944552,-0.479334296,-0.566195463,-1.14064006,0.19760268,0.794799492,-0.330196155
153,Rondae Hollis-Jefferson,0,3,6.9,0.434,0.2,2.4,3.2,0.751,5.8,2,1.1,0.6,1.5,8.7,0.4,0.472511536,0.779284834,-0.517750279,-0.245676382,-1.08753994,-0.856738263,-0.03049786,-0.479753407,0.148779138,-0.18016715,0.249266578,-0.333341952
154,Kent Bazemore,0,4,9.9,0.409,1.3,1.6,2.3,0.708,3.2,2.4,1.2,0.7,1.7,11,0.6,0.469023136,0.776584544,-1.268673386,-0.505158967,0.102346911,-0.50524987,-1.002976804,-0.306869297,0.406662978,0.008717765,0.031053412,-0.33779414
155,Zaza Pachulia,1,2.3,4.4,0.534,0,1.4,1.8,0.778,5.9,1.9,0.8,0.5,1.2,6.1,1.5,0.47672617,0.781810418,0.389504257,-0.002981916,-1.303883003,-1.254072968,0.006905176,-0.522974435,-0.624872381,-0.369052064,0.576586326,-0.344982334
156,Derrick Favors,0,4.1,8.3,0.487,0.1,1.3,2.2,0.615,6.1,1.1,0.9,0.8,1.2,9.5,0.6,0.476224596,0.770481419,0.281533911,-1.091634879,-1.195711472,-0.734481431,0.081711248,-0.868742657,-0.366988541,0.19760268,0.576586326,-0.346680535
157,Terrence Jones,0,4.3,9.1,0.47,0.4,1.9,3.1,0.606,5.7,1.1,0.7,1,0.9,10.8,0.2,0.474702381,0.76797857,-0.046142578,-1.33214455,-0.871196876,-0.535814079,-0.067900897,-0.868742657,-0.88275622,0.57537251,0.903906075,-0.347268808
158,Alex Len,0,3,6,0.497,0,1.9,2.7,0.721,6.6,0.6,0.5,1.3,1.3,8,0.1,0.476184149,0.776296605,0.272827214,-0.532828304,-1.303883003,-0.963712992,0.26872643,-1.084847795,-1.398523899,1.142027254,0.467479743,-0.348081706
159,Willy Hernangomez,0,3.4,6.5,0.529,0.1,1.3,1.7,0.728,7,1.3,0.6,0.5,1.4,8.2,0.7,0.477576399,0.781203168,0.572526942,-0.061335212,-1.195711472,-0.933148784,0.418338575,-0.782300601,-1.14064006,-0.369052064,0.358373161,-0.348105502
160,Taj Gibson,0,4.7,9.1,0.515,0,1.4,2,0.715,6.2,0.9,0.5,0.8,1.3,10.8,-0.1,0.47806677,0.777494692,0.678085678,-0.417698874,-1.303883003,-0.535814079,0.119114285,-0.955184712,-1.398523899,0.19760268,0.467479743,-0.349869131
161,Dwight Powell,1,2.5,4.9,0.515,0.3,1.4,1.8,0.759,4,0.6,0.8,0.5,0.4,6.7,1.2,0.476391683,0.781810418,0.31750161,-0.002981916,-0.979368408,-1.162380344,-0.703752513,-1.084847795,-0.624872381,-0.369052064,1.449438989,-0.351146091
162,Jon Leuer,1,4.1,8.6,0.48,0.7,1.3,1.5,0.867,5.4,1.5,0.4,0.3,0.9,10.2,1,0.475017868,0.785575888,0.021769996,0.358858478,-0.54668228,-0.627506703,-0.180110005,-0.695858546,-1.656407739,-0.746821894,0.903906075,-0.352094735
163,Alex Poythress,0,4.2,9,0.463,1,1.3,1.7,0.8,4.8,0.8,0.5,0.3,0.5,10.7,0,0.474260183,0.781203168,-0.141331486,-0.061335212,-0.222167685,-0.551096183,-0.404528223,-0.99840574,-1.398523899,-0.746821894,1.340332406,-0.353764213
164,Yogi Ferrell,0,3.5,8.6,0.406,1.5,1.6,1.9,0.831,2.4,3.7,0.9,0.2,1.5,10,0.4,0.469949971,0.785182031,-1.06916028,0.321011044,0.318689975,-0.658070911,-1.302201094,0.255004063,-0.366988541,-0.935706809,0.249266578,-0.354239553
165,Frank Kaminsky,0,4.3,10.7,0.399,1.5,1.6,2.1,0.756,4.5,2.2,0.6,0.5,1,11.7,0.2,0.468398876,0.780859623,-1.403053383,-0.094347984,0.318689975,-0.398275142,-0.516737332,-0.393311352,-1.14064006,-0.369052064,0.794799492,-0.355769761
166,E'Twaun Moore,0,3.9,8.5,0.457,1.1,0.8,1,0.77,2.1,2.2,0.7,0.4,0.8,9.6,0.3,0.473728703,0.782532751,-0.255739265,0.066430178,-0.113996153,-0.719199327,-1.414410203,-0.393311352,-0.88275622,-0.557936979,1.013012657,-0.361989629
167,Ty Lawson,0,3.4,7.6,0.454,0.5,2.5,3.1,0.797,2.6,4.8,1.1,0.1,1.9,9.9,0.3,0.47310137,0.784051102,-0.39078098,0.212335177,-0.763025344,-0.673353015,-1.227395021,0.730435368,0.148779138,-1.124591724,-0.187159754,-0.363861795
168,Edy Tavares,0,2,2.5,0.8,0,0,1.5,0,5.5,0.5,0,3,1,4,0,0.482120838,0.74919268,1.550776261,-3.137362601,-1.303883003,-1.574997153,-0.142706969,-1.128068823,-2.687943097,4.353070806,0.794799492,-0.36403501
169,Dion Waiters,0,6.1,14.4,0.424,1.8,1.8,2.8,0.646,3.3,4.3,0.9,0.4,2.2,15.8,0.4,0.468937752,0.771499792,-1.287053529,-0.993774943,0.64320457,0.228291123,-0.965573767,0.51433023,-0.366988541,-0.557936979,-0.514479502,-0.366664593
170,Vince Carter,1,2.6,6.7,0.394,1.5,1.2,1.6,0.765,3.1,1.8,0.8,0.5,0.7,8,1.4,0.469889065,0.780592529,-1.082271038,-0.120014225,0.318689975,-0.963712992,-1.04037984,-0.566195463,-0.624872381,-0.369052064,1.12211924,-0.369520976
171,Reggie Jackson,0,5.5,13,0.419,1.3,2.3,2.6,0.868,2.2,5.2,0.7,0.1,2.2,14.5,0.2,0.469397983,0.789264829,-1.187982814,0.713344874,0.102346911,0.029623771,-1.377007167,0.903319479,-0.88275622,-1.124591724,-0.514479502,-0.370909155
172,Wayne Ellington,0,3.7,9,0.416,2.4,0.6,0.7,0.86,2.1,1.1,0.6,0.1,0.5,10.5,0.7,0.470051156,0.783527857,-1.04737888,0.162054273,1.292233762,-0.581660391,-1.414410203,-0.868742657,-1.14064006,-1.124591724,1.340332406,-0.375867053
173,Marreese Speights,1,3,6.7,0.445,1.3,1.5,1.7,0.876,4.5,0.8,0.3,0.5,0.8,8.7,0.9,0.473322768,0.786769428,-0.343122073,0.473550973,0.102346911,-0.856738263,-0.516737332,-0.99840574,-1.914291578,-0.369052064,1.013012657,-0.378826279
174,Patty Mills,1,3.4,7.8,0.44,1.8,0.8,1,0.825,1.8,3.5,0.8,0,1.3,9.5,1.5,0.472296723,0.782532751,-0.563991601,0.066430178,0.64320457,-0.734481431,-1.526619312,0.168562008,-0.624872381,-1.313476638,0.467479743,-0.379751651
175,Jameer Nelson,0,3.6,8.1,0.444,1.4,0.6,0.8,0.714,2.6,5.1,0.7,0.1,1.7,9.2,0,0.472791335,0.781291173,-0.457519916,-0.052878513,0.210518443,-0.780327743,-1.227395021,0.860098451,-0.88275622,-1.124591724,0.031053412,-0.380422092
176,Bojan Bogdanovic,0,4.6,10.4,0.445,1.8,2.7,3,0.893,3.4,1.4,0.4,0.1,1.6,13.7,-0.5,0.472064,0.791528926,-0.61408817,0.930911816,0.64320457,-0.092633061,-0.928170731,-0.739079574,-1.656407739,-1.124591724,0.140159995,-0.382299402
177,Solomon Hill,1,2.3,6,0.383,1.2,1.3,1.6,0.805,3.8,1.8,0.9,0.4,1,7,1,0.470138843,0.783383426,-1.028503143,0.148175274,-0.005824621,-1.116534032,-0.778558586,-0.566195463,-0.366988541,-0.557936979,0.794799492,-0.386396289
178,Dante Cunningham,0,2.6,5.4,0.485,1.1,0.2,0.4,0.593,4.2,0.6,0.6,0.4,0.4,6.6,0.6,0.475191987,0.778764993,0.059251374,-0.295630094,-0.113996153,-1.177662448,-0.628946441,-1.084847795,-1.14064006,-0.557936979,1.449438989,-0.387885512
179,Montrezl Harrell,0,3.9,5.9,0.652,0,1.3,2.1,0.628,3.8,1.1,0.3,0.7,0.8,9.1,0.8,0.484375,0.77260216,2.036013658,-0.887843656,-1.303883003,-0.795609847,-0.778558586,-0.868742657,-1.914291578,0.008717765,1.013012657,-0.387909472
180,Patrick Patterson,1,2.4,5.9,0.401,1.4,0.7,0.9,0.717,4.5,1.2,0.6,0.4,0.6,6.8,1.2,0.471409574,0.781913729,-0.754961722,0.006945639,0.210518443,-1.14709824,-0.516737332,-0.825521629,-1.14064006,-0.557936979,1.231225823,-0.388245117
181,Jeremy Lamb,0,3.6,7.9,0.46,0.7,1.8,2.1,0.853,4.3,1.2,0.4,0.4,0.6,9.7,0.1,0.473594771,0.786364599,-0.28456988,0.43464913,-0.54668228,-0.703917223,-0.591543405,-0.825521629,-1.656407739,-0.557936979,1.231225823,-0.388967131
182,David Lee,1,3.1,5.3,0.59,0,1,1.4,0.708,5.6,1.6,0.4,0.5,1,7.3,1.9,0.479949205,0.779360967,1.08330402,-0.238360368,-1.303883003,-1.07068772,-0.105303933,-0.652637518,-1.656407739,-0.369052064,0.794799492,-0.390914315
183,J.R. Smith,0,3,8.7,0.346,2.3,0.2,0.4,0.667,2.8,1.5,1,0.3,0.6,8.6,0.2,0.46533368,0.778764993,-2.062876611,-0.295630094,1.18406223,-0.872020367,-1.152588949,-0.695858546,-0.109104701,-0.746821894,1.231225823,-0.391068123
184,Nene Hilario,0,3.7,5.9,0.617,0,1.7,2.9,0.589,4.2,1,0.8,0.6,1.1,9.1,0.7,0.482646277,0.766728817,1.663883607,-1.452238754,-1.303883003,-0.795609847,-0.628946441,-0.911963684,-0.624872381,-0.18016715,0.685692909,-0.39423386
185,Ish Smith,0,4.1,9.2,0.439,0.3,0.9,1.3,0.706,2.9,5.2,0.8,0.4,1.4,9.4,0.6,0.472622665,0.778739987,-0.493828378,-0.298033061,-0.979368408,-0.749763535,-1.115185913,0.903319479,-0.624872381,-0.557936979,0.358373161,-0.395255113
186,Jusuf Nurkic,0,4.2,8.2,0.507,0,1.8,3.2,0.571,7.2,1.9,0.8,1.1,2.2,10.2,0.6,0.477475715,0.76325524,0.550853518,-1.786029878,-1.303883003,-0.627506703,0.493144648,-0.522974435,-0.624872381,0.764257425,-0.514479502,-0.396832257
187,Ian Mahinmi,0,2.1,3.6,0.586,0,1.4,2.4,0.573,4.8,0.6,1.1,0.8,1.1,5.6,0.4,0.478325758,0.76900462,0.73383617,-1.233546936,-1.303883003,-1.330483488,-0.404528223,-1.084847795,0.148779138,0.19760268,0.685692909,-0.399042061
188,Marco Belinelli,0,3.6,8.3,0.429,1.4,2,2.3,0.893,2.4,2,0.6,0.1,0.9,10.5,0.1,0.47199062,0.787534218,-0.629884139,0.547042916,0.210518443,-0.581660391,-1.302201094,-0.479753407,-1.14064006,-1.124591724,0.903906075,-0.399695931
189,Justin Hamilton,0,2.7,5.9,0.459,0.9,0.6,0.8,0.75,4.1,0.9,0.5,0.7,0.7,6.9,0.4,0.47400266,0.781291173,-0.196766646,-0.052878513,-0.330339217,-1.131816136,-0.666349477,-0.955184712,-1.398523899,0.008717765,1.12211924,-0.400113511
190,Marquese Chriss,0,3.5,7.7,0.449,0.9,1.4,2.2,0.624,4.2,0.7,0.8,0.9,1.3,9.2,0.2,0.473549823,0.773226351,-0.294245521,-0.827862353,-0.330339217,-0.780327743,-0.628946441,-1.041626767,-0.624872381,0.386487595,0.467479743,-0.408250343
191,Monta Ellis,0,3.3,7.5,0.443,0.6,1.3,1.7,0.727,2.8,3.2,1.1,0.4,1.8,8.5,-0.2,0.472652151,0.781203168,-0.487481046,-0.061335212,-0.654853812,-0.887302471,-1.152588949,0.038898925,0.148779138,-0.557936979,-0.078053171,-0.410208175
192,Jodie Meeks,0,2.9,7.1,0.402,1.6,1.8,2.1,0.878,2.1,1.3,0.9,0.1,1,9.1,0,0.470847591,0.786364599,-0.875935824,0.43464913,0.426861507,-0.795609847,-1.414410203,-0.782300601,-0.366988541,-1.124591724,0.794799492,-0.411502957
